subject,time,x,z
0,3.0919899793481864,1.0328876248036467,-1.0856306033005612
0,4.784590047029411,2.07559309939153,-1.0856306033005612
0,5.2115942968839,2.26097397674792,-1.0856306033005612
0,5.806320199484606,1.2342089111323864,-1.0856306033005612
1,0.05353288386336308,2.4999505736576033,0.9973454465835858
1,0.6546154192348774,2.445406498059453,0.9973454465835858
1,1.678884446672988,2.007204449968863,0.9973454465835858
1,1.9940777192508208,3.643582762437127,0.9973454465835858
1,2.8232096062534575,3.5663346011572026,0.9973454465835858
1,2.9587652522050503,3.272139336530269,0.9973454465835858
1,3.494149296248078,4.503452418448402,0.9973454465835858
1,3.5204182859040833,4.5135276963801285,0.9973454465835858
1,5.176186770719936,4.454282265820206,0.9973454465835858
1,5.634809826131319,5.120679098952175,0.9973454465835858
1,6.327788586249428,6.039104003201682,0.9973454465835858
1,7.151912790861655,4.179653647876862,0.9973454465835858
1,8.262051275325252,6.017412444981311,0.9973454465835858
1,8.731190201719777,6.676862289837241,0.9973454465835858
1,8.869446475106216,6.992482783364982,0.9973454465835858
1,9.113181348723439,6.786060909700274,0.9973454465835858
1,9.874783222814237,7.7173669270196505,0.9973454465835858
2,0.7914896073820521,1.6459062473760164,0.28297849805199204
2,3.3706638344760997,2.966221706350133,0.28297849805199204
2,5.740638251499645,3.778836881078249,0.28297849805199204
2,7.507170003431679,5.988714466202082,0.28297849805199204
2,7.516439887929184,4.1964593250240245,0.28297849805199204
2,8.21504113200558,5.4116485558022145,0.28297849805199204
2,8.593890756806115,5.569172523881461,0.28297849805199204
2,9.098716596102088,5.9039594403537015,0.28297849805199204
2,9.275765795753895,6.7425094230064255,0.28297849805199204
3,0.5812513570014288,-0.5532761869747482,-1.506294713918092
3,0.9050987710635694,-0.7957088140040917,-1.506294713918092
3,2.639807192905682,0.025956799565437443,-1.506294713918092
3,2.8821195451734627,-0.7850689541942187,-1.506294713918092
3,3.9147935414994506,0.4017216693782295,-1.506294713918092
3,4.239155069447735,0.38798864710620534,-1.506294713918092
3,4.626850480730246,1.7049803801431171,-1.506294713918092
3,4.665225821152175,0.5079029801968046,-1.506294713918092
3,5.650113119347054,2.3937420544314185,-1.506294713918092
3,5.880174189514392,2.2299275435002217,-1.506294713918092
3,5.923915776304927,1.8209880999295696,-1.506294713918092
3,6.55525919434374,2.8417623160838086,-1.506294713918092
3,6.736599858461369,2.1040286551118497,-1.506294713918092
3,6.907382284729477,1.6980332390370398,-1.506294713918092
3,7.021043682229098,2.5127400037323855,-1.506294713918092
3,7.51173755298535,2.0304487773624,-1.506294713918092
3,8.328365313211062,4.037909607404138,-1.506294713918092
3,8.41278217788237,3.2168408413781124,-1.506294713918092
3,9.656976427334243,3.5233090259691107,-1.506294713918092
4,0.055454084069045395,-0.8361052565337777,-0.5786002519685364
4,0.432228920796468,0.9009112164929214,-0.5786002519685364
4,0.9552964155536092,0.31729845457429223,-0.5786002519685364
4,0.9703815863886123,0.3209370704540585,-0.5786002519685364
4,2.382499057124118,1.6269090230710739,-0.5786002519685364
4,2.416856372453978,2.209825381263397,-0.5786002519685364
4,3.0194683626271903,1.4134941548973294,-0.5786002519685364
4,3.7518552748279808,1.3701386548331085,-0.5786002519685364
4,4.619087615684484,2.256919500933185,-0.5786002519685364
4,4.849094434425592,2.5975449697731965,-0.5786002519685364
4,5.395048225537353,2.9564535636306206,-0.5786002519685364
4,6.263093617098563,3.2714080204125118,-0.5786002519685364
4,8.077910862901561,3.297518686991068,-0.5786002519685364
4,8.949782878860116,4.291230180238441,-0.5786002519685364
4,9.630044659922582,4.2851514590933055,-0.5786002519685364
4,9.805821985942876,4.905143738523685,-0.5786002519685364
4,9.883285346223875,4.979609763942134,-0.5786002519685364
5,4.010122763696481,5.433528815129491,1.651436537097151
5,4.011859250238295,4.847055250044828,1.651436537097151
5,6.297276340470472,5.552873724687322,1.651436537097151
5,7.446300631853548,8.02213954492823,1.651436537097151
6,0.16118630423373914,-2.7299001765824578,-2.426679243393074
6,0.4589523220217062,-1.9692395675901073,-2.426679243393074
6,1.2695803103596137,-2.1205036212341213,-2.426679243393074
6,4.29813337886582,-0.46795311503322756,-2.426679243393074
6,7.101616513206985,0.8734912947237468,-2.426679243393074
6,7.1099869359551,0.8585620374585645,-2.426679243393074
6,7.771624615706022,1.0835877470513067,-2.426679243393074
6,8.716829331423073,2.1644132009590344,-2.426679243393074
6,8.875934604677749,2.9696848081470337,-2.426679243393074
6,9.585097430216669,2.84005260910216,-2.426679243393074
